"Story","Title","Result","Date","Stability","Duration (s)"
"Prueba de automatizacion con Screenplay practica RetoShopos","Validar el precio de salida por la compra de un producto","SUCCESS","2020-01-11T15:56:42.869-05:00[America/Bogota]","0.0","75.36"
